source,date,text,compound,positive,negative,neutral,ind
CNN,Wed Sep 05 01:42:36 +0000 2018,"10-term Rep. Michael Capuano has conceded defeat to Boston city councilor Ayanna Pressley, the latest upset to rock… https://t.co/oW5xcw6lvf",-0.6808,0.0,0.248,0.752,72
CNN,Wed Sep 05 01:41:00 +0000 2018,This Harry's factory in Germany makes 3 million razor blades -- every single day https://t.co/MELRtwCDht https://t.co/C0Zr2FiWgy,0.0,0.0,0.0,1.0,73
CNN,Wed Sep 05 01:36:09 +0000 2018,"Nike's stock fell after it unveiled a new ad campaign featuring Colin Kaepernick, the former San Francisco 49ers qu… https://t.co/PC6cUSd4o8",0.0,0.0,0.0,1.0,74
CNN,Wed Sep 05 01:31:00 +0000 2018,"There's no place like home. A pair of ruby slippers Judy Garland wore in ""The Wizard of Oz"" were found 13 years aft… https://t.co/WjWApo8wfH",0.0772,0.097,0.086,0.817,75
CNN,Wed Sep 05 01:21:06 +0000 2018,This 84-year-old hurricane hunter has flown into the eye of 574 storms. He's not done yet https://t.co/h5hT3FGakc https://t.co/n7N1gtvrRe,0.0,0.0,0.0,1.0,76
CNN,Wed Sep 05 01:16:12 +0000 2018,RT @AC360: Democratic @SenWhitehouse slams Judge Kavanaugh for his pledge today to be a neutral arbiter of the law if confirmed to the Supr…,0.0,0.0,0.0,1.0,77
CNN,Wed Sep 05 01:10:05 +0000 2018,"Monica Lewinsky walking off stage was an act of self-preservation and self-respect, writes Jill Filipovic for… https://t.co/KsBQQy6dfu",0.0,0.0,0.0,1.0,78
CNN,Wed Sep 05 01:01:06 +0000 2018,Mueller's prosecutors have responded to the latest proposal from Trump's legal team regarding a possible interview… https://t.co/CihJ9HzPeJ,0.128,0.091,0.0,0.909,79
CNN,Wed Sep 05 00:51:03 +0000 2018,"GoFundMe said it is working with law enforcement to ensure a homeless man receives all of the nearly $400,000 raise… https://t.co/0lDjnzZa1q",0.3818,0.12,0.0,0.88,80
CNN,Wed Sep 05 00:45:34 +0000 2018,"RT @OutFrontCNN: Thirteen years after a smash-and-grab, a missing and mismatched pair of Dorothy's famed ruby red slippers have been recove…",-0.296,0.0,0.109,0.891,81
CNN,Wed Sep 05 00:41:05 +0000 2018,"How Nike's ""Just do it"" became a slogan about activism, too https://t.co/A6WCLMDfUu https://t.co/ChDRDocl4X",0.0,0.0,0.0,1.0,82
CNN,Wed Sep 05 00:33:02 +0000 2018,"RT @AC360: .@carlbernstein: ""This is deadly serious. Nobody should take any kind of comfort from this book or joy at what Bob [Woodward] re…",0.6915,0.212,0.046,0.742,83
CNN,Wed Sep 05 00:31:04 +0000 2018,"A federal court concluded that there is ""insufficient time"" before the November midterm elections to redraw an elec… https://t.co/fmzOyaCeG7",0.0,0.0,0.0,1.0,84
CNN,Wed Sep 05 00:22:40 +0000 2018,"RT @AC360: “Who are you going to believe on this one? President Trump… or President Trump?”

@AndersonCooper on President Trump’s dueling o…",0.0,0.0,0.0,1.0,85
CNN,Wed Sep 05 00:22:09 +0000 2018,"About one in three women and nearly one in four men does not exercise enough to avoid common diseases, a new global… https://t.co/yY9Z8SeW3Q",-0.296,0.0,0.095,0.905,86
CNN,Wed Sep 05 00:20:22 +0000 2018,Why is Warren Buffett launching a health care company? He tells @PoppyHarlowCNN the current health care system is b… https://t.co/9y1yjkZG5m,0.7506,0.274,0.0,0.726,87
CNN,Wed Sep 05 00:15:50 +0000 2018,"RT @OutFrontCNN: ""I think the American people will find out what a dangerous nominee this person will be as the fifth vote on the Supreme C…",0.128,0.121,0.104,0.774,88
CNN,Wed Sep 05 00:11:05 +0000 2018,"President Trump said clean-up after his Charlottesville comments was the ""biggest f---ing mistake I've made,"" accor… https://t.co/CX9YN6ClCx",-0.34,0.0,0.13,0.87,89
CNN,Wed Sep 05 00:09:17 +0000 2018,Exclusive: Meet Facebook's top troll hunter https://t.co/Y8QVPujjS1 https://t.co/lfMrjEmHxF,0.3182,0.355,0.0,0.645,90
CNN,Wed Sep 05 00:05:56 +0000 2018,"""I went up to him as a dad. ... I don't go home to my complete family anymore. My daughter was killed."" - Fred Gutt… https://t.co/7fMZFve8e1",0.0,0.0,0.0,1.0,91
CNN,Tue Sep 04 23:57:25 +0000 2018,Capitol Police arrest 70 people on the first day of Brett Kavanaugh's Supreme Court confirmation hearings… https://t.co/UYQNleMLTp,0.296,0.171,0.114,0.714,92
CNN,Tue Sep 04 23:50:40 +0000 2018,"RT @CNNSitRoom: ""You couldn't have a portrait of someone that was more unfit for the office of President than Donald Trump ... what's most…",0.0,0.0,0.0,1.0,93
CNN,Tue Sep 04 23:50:19 +0000 2018,"RT @CNNSitRoom: Warnings of an ""orange jump suit,"" insults galore, and reports of stolen papers for the sake of protecting the country - ju…",-0.802,0.0,0.291,0.709,94
CNN,Tue Sep 04 23:46:26 +0000 2018,The Bob Woodward book's most frightening message | @CNNOpinion by Juliette Kayyem https://t.co/Ysaf5Sm5CU https://t.co/FjlnOm9kCI,-0.5413,0.0,0.225,0.775,95
CNN,Tue Sep 04 23:35:03 +0000 2018,"""How many people have to die before it's a matter of peace and security?"" US Ambassador to the United Nations Nikki… https://t.co/pyrrffqynF",0.3612,0.261,0.138,0.601,96
CNN,Tue Sep 04 23:33:00 +0000 2018,"After 13 years, authorities have finally recovered a pair of ruby red slippers worn by Judy Garland in ""The Wizard… https://t.co/rNe2Uq3UyG",-0.296,0.0,0.104,0.896,97
CNN,Tue Sep 04 23:26:28 +0000 2018,Why Nike is betting its slogan on Colin Kaepernick https://t.co/JTmCkYQTXP https://t.co/za7RjbbY7d,0.0,0.0,0.0,1.0,98
CNN,Tue Sep 04 23:19:08 +0000 2018,"A day after The New Yorker rescinded its invitation for Steve Bannon to attend its annual festival, The Economist s… https://t.co/1Lg7D94MIM",0.4939,0.144,0.0,0.856,99
Fox,Tue Sep 04 17:44:58 +0000 2018,@amelielamont 🙋🏻,0.0,0.0,0.0,1.0,0
Fox,Mon Sep 03 23:11:00 +0000 2018,"@justkelly_ok omg, see you there!",0.0,0.0,0.0,1.0,1
Fox,Mon Sep 03 22:37:42 +0000 2018,"I can’t even begin to grasp how many amazing people are going to be at @xoxo later this week. So excited!

Say hi, don’t be a stranger! 👋🏻💖",0.7951,0.228,0.0,0.772,2
Fox,Thu Aug 30 00:10:58 +0000 2018,"RT @css: A new Chrome feature dubbed ""Blink LazyLoad"" is designed to dramatically improve performance by deferring the load of below-the-fo…",0.296,0.128,0.075,0.796,3
Fox,Fri Aug 24 00:29:24 +0000 2018,"I’m so happy I work at a company that deeply cares about, tracks, stays humble and makes no excuses for pitfalls in… https://t.co/IgZJlMkP07",0.7258,0.265,0.08,0.655,4
Fox,Wed Aug 22 03:39:28 +0000 2018,"RT @fox: 👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’re interested.…",0.7717,0.261,0.0,0.739,5
Fox,Tue Aug 21 23:51:22 +0000 2018,"A friendly reminder that Guetzli, Google’s open source JPEG encoder, might be slower but can yield even up to 50% a… https://t.co/FN26irQYi8",0.2732,0.095,0.0,0.905,6
Fox,Mon Aug 20 23:03:43 +0000 2018,"Lazy loading content can be a very powerful performance strategy. Unfortunately, often it’s complicated to implemen… https://t.co/ZHbSmxFB25",-0.204,0.147,0.233,0.619,7
Fox,Mon Aug 20 00:00:09 +0000 2018,"👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’r… https://t.co/Kift5NHw9e",0.7717,0.283,0.0,0.717,8
Fox,Thu Aug 09 04:56:06 +0000 2018,"@j2h @benschwarz I get off twitter and this is what happens? what is this bromance, Josh??? should I feel threatened? 😂",-0.6072,0.0,0.189,0.811,9
Fox,Wed Aug 08 02:12:41 +0000 2018,"We all need a bit of good news in those disturbing times—here’s where @goodgoodgood delivers. 

https://t.co/T5qhMKd4aY",-0.1027,0.151,0.172,0.677,10
Fox,Wed Aug 08 02:10:53 +0000 2018,"I travel a bit and carefully choose where I stay, eat and go (uh, the designer struggle). I 😍 @sabrina’s… https://t.co/f43vmBg3DW",0.128,0.091,0.0,0.909,11
Fox,Wed Aug 08 02:08:41 +0000 2018,I’ve recently subscribed to @jkglei’s newsletter and never looked back. Love the focus on thoughtful technology and… https://t.co/m28bMmSEBV,-0.1945,0.118,0.153,0.728,12
Fox,Wed Aug 08 02:07:07 +0000 2018,"If customer success, culture, growth and product are your jam, I couldn’t recommend @helpscout’s newsletters more.… https://t.co/8ji9mKMLeX",0.8316,0.404,0.0,0.596,13
Fox,Wed Aug 08 01:59:38 +0000 2018,"I have been enjoying @intercom newsletters for product, marketing and startup tips. The quality has always been ama… https://t.co/fA9fw1KXIt",0.5267,0.167,0.0,0.833,14
Fox,Wed Aug 08 01:57:04 +0000 2018,"The Daily Good from @thegoodtrade covers conscious, sustainable fashion, wellbeing, beauty, food, lifestyle and tra… https://t.co/qmAOyGcm9i",0.7717,0.324,0.0,0.676,15
Fox,Wed Aug 08 01:54:45 +0000 2018,Friday is one of my favourite days because of @girlsnightinHQ. A perfect encapsulation of self-care and womanhood.… https://t.co/HhI1mGfXe8,0.5719,0.188,0.0,0.812,16
Fox,Wed Aug 08 01:50:21 +0000 2018,"I love @offscreenmag Dispatch. Great productivity tools, services and design objects all wrapped up in a lovely des… https://t.co/lR8tsWKGNw",0.9201,0.464,0.0,0.536,17
Fox,Wed Aug 08 01:48:16 +0000 2018,Here are my favourite newsletters (it’s now the primary way I discover content as I’ve mostly ditched reading social media). ↓,0.0,0.0,0.0,1.0,18
Fox,Tue Aug 07 23:32:22 +0000 2018,RT @6Gems: Black women are paid 38% less than white men. I support equal pay—because #38PercentCounts. https://t.co/mXFOdcL8Q3,0.4019,0.153,0.0,0.847,19
Fox,Tue Aug 07 23:32:15 +0000 2018,"If you’re up for a conference-grade talk about UX and groundbreaking performance strategies, come to see… https://t.co/x2sghiw62F",0.0,0.0,0.0,1.0,20
Fox,Tue Aug 07 23:28:56 +0000 2018,"RT @Calibreapp: Scheduler 2.0

Our longest standing feature request was to improve Calibre’s test scheduler. That’s exactly what we’ve done…",0.4404,0.132,0.0,0.868,21
Fox,Tue Aug 07 23:06:06 +0000 2018,"RT @fox: Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web! Transcript com…",0.7574,0.245,0.0,0.755,22
Fox,Sat Aug 04 03:47:44 +0000 2018,"@LNRBLB thank you, Eleanor! 🎉",0.4199,0.482,0.0,0.518,23
Fox,Sat Aug 04 03:27:03 +0000 2018,@cckate thank you! 💖,0.4199,0.583,0.0,0.417,24
Fox,Sat Aug 04 03:12:25 +0000 2018,"Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web!… https://t.co/hPilGINzyI",0.7574,0.276,0.0,0.724,25
Fox,Sat Aug 04 03:05:32 +0000 2018,"@Chisa omg, this is so great! thank you, Teresa! 😍",0.8626,0.551,0.0,0.449,26
Fox,Sat Aug 04 03:04:39 +0000 2018,RT @andreabedini: I am extremely grateful to @fox for showing me today how technology became anti-human while we weren’t paying attention.…,0.5095,0.148,0.0,0.852,27
Fox,Sat Aug 04 03:04:32 +0000 2018,"@andreabedini thank you, Andrea! I’m glad you’ve found it useful!",0.8395,0.562,0.0,0.438,28
Fox,Sat Aug 04 03:03:40 +0000 2018,"@evandotly thank you, Evan! 🌸",0.4199,0.482,0.0,0.518,29
Fox,Sat Aug 04 03:03:16 +0000 2018,RT @msandfor: #dddperth We must build ethical thinking into the way we build software https://t.co/F4QKYOVT1p,0.5106,0.191,0.0,0.809,30
Fox,Sat Aug 04 03:03:07 +0000 2018,RT @MichelePlayfair: Thread ☝️☝️ 8 principles of ethics in tech from @fox at #DDDPerth 👏,0.0,0.0,0.0,1.0,31
Fox,Sat Aug 04 03:02:36 +0000 2018,@samwilson yes :),0.6908,0.851,0.0,0.149,32
Fox,Sat Aug 04 03:01:15 +0000 2018,"RT @Amys_Kapers: Until anyone can survive and thrive on the web, no matter their background, gender, ethnicity, etc, the web isn't a welcom…",-0.2732,0.047,0.094,0.858,33
Fox,Sat Aug 04 03:00:55 +0000 2018,RT @MichelePlayfair: . @fox dropping the keynote truth bombs at #dddperth https://t.co/RKAgOSozMB,0.3182,0.187,0.0,0.813,34
Fox,Sat Aug 04 03:00:48 +0000 2018,"RT @Mandy_Kerr: “Disruption isn’t a getaway free card to bypass laws, freedoms, moral compass, civil rights and human protections” - @fox #…",0.6705,0.234,0.0,0.766,35
Fox,Sat Aug 04 02:43:00 +0000 2018,RT @Chisa: TOO much good stuff from @Fox @dddperth #dddperth https://t.co/XVI1DHGQdd,0.4404,0.225,0.0,0.775,36
Fox,Sat Aug 04 02:42:39 +0000 2018,RT @kylietimpani: I cannot applaud or amplify @fox’s message enough: the web is at a crisis point. Tech is unethical. Exclusionary. A platf…,-0.8714,0.0,0.368,0.632,37
Fox,Sat Aug 04 02:42:17 +0000 2018,RT @Caiwrote: @fox laying down some truths #DDDPerth https://t.co/o2eJNcU5UQ,0.4215,0.259,0.0,0.741,38
Fox,Sat Aug 04 02:41:59 +0000 2018,"RT @Mandy_Kerr: “Technology should be a mindful, quiet companion to our lives” - @fox #DDDPerth https://t.co/vB6wBAdqvr",0.0,0.0,0.0,1.0,39
Fox,Sat Aug 04 02:41:51 +0000 2018,"RT @LJKenward: Opening #DDDPerth is the incredible @fox with Towards a welcoming Web.

The Pitfalls of Technology:

Move fast and break thi…",0.4404,0.127,0.0,0.873,40
Fox,Fri Aug 03 08:49:38 +0000 2018,I forgot that Twitter is the epicentre of harassment and anxiety-inducing content. Back to sharing via Buffer and n… https://t.co/jiBOURbIKk,-0.1779,0.12,0.15,0.73,41
Fox,Fri Aug 03 08:20:43 +0000 2018,"RT @evan_greer: Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeo…",-0.886,0.0,0.363,0.637,42
Fox,Fri Aug 03 07:24:56 +0000 2018,"It’s a privilege to be opening #dddperth tomorrow morning! Come and find out how to build an ethical, welcoming Web… https://t.co/eC1xTFZ3YR",0.8398,0.346,0.0,0.654,43
Fox,Fri Aug 03 07:21:15 +0000 2018,RT @verge: A note from the editors of The Verge https://t.co/B3wF4dNukg https://t.co/fhgvH9WlkC,0.0,0.0,0.0,1.0,44
Fox,Thu Aug 02 04:10:03 +0000 2018,"What are your favourite newsletters covering the following subjects: tech, design, front-end, culture, design objects, travel, well-being?",0.0,0.0,0.0,1.0,45
Fox,Wed Aug 01 22:42:57 +0000 2018,"@soxyface Thank you, it was lovely meeting you! 💐",0.7644,0.524,0.0,0.476,46
Fox,Wed Aug 01 21:37:21 +0000 2018,"@sentience Thank you! I really enjoyed yours too! 

I’m doing a 45-min version at @DDDPerth this weekend that has m… https://t.co/Drn3ODuLx2",0.7702,0.282,0.0,0.718,47
Fox,Wed Aug 01 06:18:32 +0000 2018,@soxyface @MsJonesInSydney here are the slides with all the references. 🙇🏻‍♀️ I will publish a transcript next week! https://t.co/EcSUpoi0Rw,0.0,0.0,0.0,1.0,48
Fox,Wed Aug 01 06:16:28 +0000 2018,@marcosc thank you! 🙇🏻‍♀️,0.4199,0.482,0.0,0.518,49
Fox,Wed Aug 01 06:13:13 +0000 2018,"RT @MsJonesInSydney: The theme at #Code18 #CodeLeaders is strong! @fox is currently highlighting algorithmic bias, tech ethics and exclusio…",0.4926,0.163,0.064,0.773,50
Fox,Wed Aug 01 06:12:58 +0000 2018,"@DivZero_ indeed, it’s all challenging and often depressing, but if we don’t take action it won’t get any better. i… https://t.co/lldW02OHPv",0.5187,0.206,0.072,0.721,51
Fox,Wed Aug 01 02:35:19 +0000 2018,"So refreshing to hear @johnallsopp reminding about inclusion, diversity and sharing knowledge around these subjects… https://t.co/Ink4d4W7m5",0.4215,0.157,0.0,0.843,52
Fox,Wed Aug 01 02:32:40 +0000 2018,"Well, @msjonesinsydney definitely knows how to drop the mic on horrifying diversity and inclusion stats. 

A fantas… https://t.co/GeLolnfgEm",-0.25,0.203,0.246,0.551,53
Fox,Wed Aug 01 02:18:01 +0000 2018,@benschwarz nooo pressure whatsoever,-0.296,0.0,0.423,0.577,54
Fox,Wed Aug 01 02:03:31 +0000 2018,That moment when a white guy says ”there aren’t many women developers” and you cross eyes with any other woman in t… https://t.co/033oMUbEl8,0.0,0.0,0.0,1.0,55
Fox,Wed Aug 01 01:53:15 +0000 2018,@Mandy_Kerr the winds have been gracious,0.5574,0.419,0.0,0.581,56
Fox,Tue Jul 31 23:27:35 +0000 2018,@soxyface thank you! I’m hydrating ⛲️,0.4199,0.358,0.0,0.642,57
Fox,Tue Jul 31 22:58:07 +0000 2018,"I’ll be speaking at @webdirections Code Leaders today at 3.30pm (if I don’t lose my voice in the meantime 😂🤧).

Com… https://t.co/oh0yLrEE0F",-0.4019,0.0,0.119,0.881,58
Fox,Thu Jul 19 22:21:10 +0000 2018,One of the reasons I’m so excited to be a part of @helpscout is the commitment to building an inclusive culture wit… https://t.co/6H6GDJ1TON,0.6924,0.222,0.0,0.778,59
Fox,Wed Jul 11 21:30:06 +0000 2018,More Boston snaps. https://t.co/NCcWPSV8yX,0.0,0.0,0.0,1.0,60
Fox,Mon Jul 09 23:35:49 +0000 2018,"RT @helpscout: Said it once, we'll keep saying it: we are thrilled to add you to the team @fox! 🦊 https://t.co/bKc6GSq6tR",0.4926,0.144,0.0,0.856,61
Fox,Mon Jul 09 20:12:02 +0000 2018,"@mattopsahl lol, offensive",-0.0516,0.412,0.441,0.147,62
Fox,Mon Jul 09 19:43:29 +0000 2018,"@tompedals yay, hello, hi! 👋🏻",0.5707,0.48,0.0,0.52,63
Fox,Mon Jul 09 19:43:13 +0000 2018,"@madalynrose thanks, Madalyn. 💖",0.4404,0.592,0.0,0.408,64
Fox,Mon Jul 09 19:43:04 +0000 2018,"@andymcmillan weee, thank you!!",0.4738,0.507,0.0,0.493,65
Fox,Mon Jul 09 19:42:56 +0000 2018,@jennwrites 💖💖💖,0.0,0.0,0.0,1.0,66
Fox,Mon Jul 09 19:42:42 +0000 2018,@paulozoom thank you! it is awesome :),0.8718,0.712,0.0,0.288,67
Fox,Mon Jul 09 19:42:27 +0000 2018,@brianloveswords thank you 🙇🏻‍♀️,0.3612,0.455,0.0,0.545,68
Fox,Mon Jul 09 19:42:10 +0000 2018,"@patrickhamann thanks, Patrick! 💖",0.4926,0.615,0.0,0.385,69
Fox,Mon Jul 09 19:41:56 +0000 2018,@lynnandtonic thank you and I will miss you!,0.2942,0.297,0.17,0.532,70
Fox,Mon Jul 09 17:17:20 +0000 2018,"@patrickbjohnson nah, only here for a week. travelling alone so don’t want to make it a very long trip (hashtag anx… https://t.co/sdzeg7AUmr",-0.2075,0.072,0.155,0.773,71
Fox,Mon Jul 09 17:06:00 +0000 2018,"@lrnrd thanks, bb 💖",0.4404,0.592,0.0,0.408,72
Fox,Mon Jul 09 13:04:47 +0000 2018,"@jstn Oh yeah, Coava, Stumptown and Good Coffee are my long standing favs!",0.6588,0.329,0.0,0.671,73
Fox,Mon Jul 09 13:00:00 +0000 2018,"I’m so spoiled by Melbourne standards I literally cannot drink this liquid that was just served to me as coffee

😂💀",0.0,0.0,0.0,1.0,74
Fox,Mon Jul 09 12:42:20 +0000 2018,"I’m excited to share that today is my first day at @helpscout as a front-end engineer on the design team, which is… https://t.co/LrW8L2lBcq",0.5574,0.187,0.0,0.813,75
Fox,Mon Jul 09 08:03:22 +0000 2018,"Here lies Karolina, defeated by jetlag after mere three hours of sleep.",-0.7096,0.0,0.371,0.629,76
Fox,Sun Jul 08 19:48:49 +0000 2018,@andrewvijay Everywhere to be honest. That particular one was in the US. That mostly doesn’t happen in Australia.,0.5106,0.163,0.0,0.837,77
Fox,Sun Jul 08 19:48:11 +0000 2018,@mctrebo Boston,0.0,0.0,0.0,1.0,78
Fox,Sun Jul 08 19:45:15 +0000 2018,"@LukesBeard It’s the most annoying thing that all social media, including Instagram, butchers the quality of photos… https://t.co/7y8A7IuLcT",-0.4576,0.0,0.15,0.85,79
Fox,Sun Jul 08 19:06:16 +0000 2018,"“Perks” of traveling alone as a woman: being called “honey” in all restaurants/stores, being grabbed by the arm by… https://t.co/ziCifcCI2x",-0.25,0.0,0.1,0.9,80
Fox,Sun Jul 08 17:39:19 +0000 2018,@mattopsahl Oh! I did go to the Boston Common and Public Garden :) will check it out!,0.555,0.193,0.0,0.807,81
Fox,Sun Jul 08 17:37:47 +0000 2018,@amyngyn tbh I specifically look for “healthy” recipes because I don’t want all of the sugar / butter / cream in my… https://t.co/tEki0zBt8v,0.0772,0.067,0.0,0.933,82
Fox,Sun Jul 08 17:34:51 +0000 2018,"Horribly jet lagged and battling anxiety, but Boston sure is pretty. ❤️ https://t.co/IYfWZjvqLe",0.5499,0.346,0.32,0.334,83
Fox,Sat Jul 07 15:23:42 +0000 2018,@jilljubs Omg me too but I’m also afraid,0.0,0.0,0.0,1.0,84
Fox,Fri Jul 06 23:22:17 +0000 2018,"Excited to be going to @xoxo this year with @benschwarz! Portland holds a dear place in my heart. 

Can’t wait to c… https://t.co/7s7h3Ti8sp",0.6476,0.209,0.0,0.791,85
Fox,Fri Jul 06 23:06:03 +0000 2018,MEL ✈️ LAX ✈️ BOS,0.0,0.0,0.0,1.0,86
Fox,Thu Jul 05 07:54:19 +0000 2018,"@LJKenward @LukeMesiti You both will do great, I’ll be cheering you from a transatlantic flight. 💐😇",0.8126,0.363,0.0,0.637,87
Fox,Thu Jul 05 00:18:14 +0000 2018,Jeremy was one of our @cssconfau speakers this year and I cannot recommend him more as a developer with a deep pass… https://t.co/nHFHIPQXtM,-0.2755,0.0,0.1,0.9,88
Fox,Wed Jul 04 00:40:38 +0000 2018,RT @KD: Serena Williams has been drug tested more than all the top five American male athletes and 2x more than top American female athlete…,0.3818,0.135,0.0,0.865,89
Fox,Wed Jul 04 00:15:15 +0000 2018,Great post with actionable advice on user protection in hostile states. https://t.co/LKkLVIx3J4,0.3612,0.246,0.156,0.599,90
Fox,Wed Jul 04 00:11:33 +0000 2018,"@stewartsc hahaha, can’t make this more perfect, really.",0.8221,0.559,0.0,0.441,91
Fox,Wed Jul 04 00:09:55 +0000 2018,"@Stammy That’s super comprehensive, thank you for sharing!",0.8883,0.742,0.0,0.258,92
Fox,Wed Jul 04 00:08:19 +0000 2018,"@TimHaines people like that never want to understand, he conveniently blocked all women pointing his wrongness out… https://t.co/cCe4XNNzfh",0.0459,0.12,0.16,0.72,93
Fox,Tue Jul 03 23:57:36 +0000 2018,"RT @sarahmei: The biggest barrier to entry in software for non-white-men has never been credentials or knowledge or even experience. 

It’s…",-0.128,0.0,0.07,0.93,94
Fox,Tue Jul 03 09:45:32 +0000 2018,"And here’s the tweet for posterity. Also, if you had any doubts, the author is fine conversing with other men and q… https://t.co/ek0D1YV8We",-0.1027,0.072,0.088,0.84,95
Fox,Tue Jul 03 09:44:18 +0000 2018,"@karmel80 lol, I can’t even",0.4215,0.483,0.0,0.517,96
Fox,Tue Jul 03 09:06:17 +0000 2018,@Firesphere Sorry but I don’t want to engage on twitter in that way anymore.,0.5267,0.29,0.073,0.637,97
Fox,Tue Jul 03 09:03:13 +0000 2018,In case you have any doubts the dude already blocked me because that’s how privilege deals with anything’s that’s uncomfortable. ✌️😎,-0.5267,0.095,0.261,0.644,98
Fox,Tue Jul 03 08:32:36 +0000 2018,"A lesson to learn here is that if you choose to look away and ignore oppression, IT WILL BE MAGNIFIED BY YOUR COMPL… https://t.co/7yNNGSa6LW",-0.3612,0.0,0.102,0.898,99
NYT,Wed Sep 05 13:30:13 +0000 2018,"""The government prefers to invest in some things and not others,"" said the director of the National Museum, pointin… https://t.co/Yg9SH5prrR",0.0,0.0,0.0,1.0,0
NYT,Wed Sep 05 13:21:06 +0000 2018,"A man repeatedly rammed a pickup truck into the building of a Dallas television station on Wednesday morning, in wh… https://t.co/43mwZteA56",0.0,0.0,0.0,1.0,1
NYT,Wed Sep 05 13:00:06 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/3nX83dh7xI https://t.co/RleL9Fddt5,0.0,0.0,0.0,1.0,2
NYT,Wed Sep 05 12:50:08 +0000 2018,The dash camera video showed a black 17-year-old named Laquan McDonald writhing in the street as a white Chicago po… https://t.co/htOlFeo0zO,0.0,0.0,0.0,1.0,3
NYT,Wed Sep 05 12:40:03 +0000 2018,Sheryl Sandberg and Jack Dorsey will testify today about Facebook and Twitter's response to foreign interference in… https://t.co/AID3B5W7Ye,0.0,0.0,0.0,1.0,4
NYT,Wed Sep 05 12:30:07 +0000 2018,"Obama’s first public event of the midterm election will take place in Orange County, a traditionally conservative-l… https://t.co/Gfxj5hvHax",0.0,0.0,0.0,1.0,5
NYT,Wed Sep 05 12:21:02 +0000 2018,"""He seemed to be resolved that he was facing some time,"" Al Sharpton said of his meeting with Michael Cohen. ""He ev… https://t.co/MoVSOLit35",0.1779,0.072,0.0,0.928,6
NYT,Wed Sep 05 12:10:04 +0000 2018,The first day of the Brett Kavanaugh's Supreme Court confirmation hearing was unusually chaotic for what is general… https://t.co/azxoOMODSQ,0.0276,0.149,0.145,0.706,7
NYT,Wed Sep 05 12:00:10 +0000 2018,"Your daily @DealBook Briefing:

• Amazon may be worth much more than $1 trillion.

• Exclusive: John Studzinski hea… https://t.co/G5vNyuab0a",0.4767,0.254,0.0,0.746,8
NYT,Wed Sep 05 11:50:06 +0000 2018,"Pandemonium, protesters and partisanship: Is this the new normal for Supreme Court confirmations? https://t.co/5DnoGWE4S5",0.4019,0.206,0.109,0.686,9
NYT,Wed Sep 05 11:40:05 +0000 2018,"The NYT review of Bob Woodward's ""Fear: Trump in the White House"" https://t.co/67JZ16l3Bh",0.0,0.0,0.0,1.0,10
NYT,Wed Sep 05 11:30:07 +0000 2018,Massachusetts primary election results https://t.co/DiIeTxVOXO,0.0,0.0,0.0,1.0,11
NYT,Wed Sep 05 11:16:03 +0000 2018,"On the first day of Judge Brett Kavanaugh's Supreme Court confirmation hearings, battle lines were drawn around the… https://t.co/w9ZKGzp1H1",0.25,0.155,0.112,0.733,12
NYT,Wed Sep 05 11:00:20 +0000 2018,"Before Fashion Week, the model and activist @ashleygraham spoke with us about the power of depicting female bodies… https://t.co/tJfQUkRTT8",0.0,0.0,0.0,1.0,13
NYT,Wed Sep 05 10:51:03 +0000 2018,"The British authorities charged two Russians with carrying out a nerve agent attack in England, saying they had tra… https://t.co/GklKyGW0bk",-0.5994,0.0,0.224,0.776,14
NYT,Wed Sep 05 10:44:05 +0000 2018,"Ayanna Pressley propelled her candidacy with urgency, arguing that in the age of Trump, ""change can't wait"" https://t.co/1IXcOveyOc",-0.4588,0.0,0.15,0.85,15
NYT,Wed Sep 05 10:30:07 +0000 2018,"""What is the value of the cultural heritage of a country?"" a professor of biology said. ""It is beyond value."" https://t.co/7JiyRKwM3y",0.34,0.118,0.0,0.882,16
NYT,Wed Sep 05 10:10:09 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/brCqVtY9kL https://t.co/uftm8eN50I,0.0,0.0,0.0,1.0,17
NYT,Wed Sep 05 10:00:04 +0000 2018,Workers say this particular McDonald's has played a vital role as a social integrator in one of France's most troub… https://t.co/LUfgzzKPVV,0.5574,0.213,0.0,0.787,18
NYT,Wed Sep 05 09:45:02 +0000 2018,Can you guess which post is from a fake page? https://t.co/ypXXz7oBlc,-0.4767,0.0,0.256,0.744,19
NYT,Wed Sep 05 09:30:09 +0000 2018,"Even before Pompeo’s plane had landed, Pakistani officials were urging Prime Minister Imran Khan to cancel the meet… https://t.co/Tt5V0ITkE7",-0.25,0.0,0.1,0.9,20
